tag,MSE,R2,knr__n_neighbors,knr__weights,knr__metric,high_corr_features_remover__corr_threshold,pca__n_components
lmax + std + knr,137.28652275974355,0.8793444908036823,35,distance,euclidean,,
lmax + std + knr,118.43873914679168,0.8959090368591057,35,distance,cityblock,,
lmax + std + knr,137.5460213432742,0.8791164281133159,35,distance,nan_euclidean,,
lmax + std + knr,201.58749318945848,0.8228329981017228,35,uniform,cosine,,
lmax + std + knr,205.68089002317143,0.819235479063539,35,uniform,euclidean,,
lmax + std + knr,179.89050402617153,0.8419015943695789,35,uniform,cityblock,,
lmax + std + knr,206.019370651653,0.8189380022845983,35,uniform,nan_euclidean,,
high_corr_features_remover + std + pca + knr,96.43038305075092,0.9152512807878036,5,distance,cosine,0.95,0.95
high_corr_features_remover + std + pca + knr,105.74765187892068,0.9070627143343494,5,distance,euclidean,0.95,0.95
high_corr_features_remover + std + pca + knr,106.60686461151944,0.9063075874094648,5,distance,cityblock,0.95,0.95
high_corr_features_remover + std + pca + knr,106.80397409424482,0.906134355947792,5,distance,nan_euclidean,0.95,0.95
high_corr_features_remover + std + pca + knr,116.33793598580648,0.8977553468246767,5,uniform,cosine,0.95,0.95
high_corr_features_remover + std + pca + knr,121.10444483325642,0.8935662571710311,5,uniform,euclidean,0.95,0.95
high_corr_features_remover + std + pca + knr,121.9141928927197,0.8928546027240302,5,uniform,cityblock,0.95,0.95
high_corr_features_remover + std + pca + knr,122.79961534748864,0.8920764411464297,5,uniform,nan_euclidean,0.95,0.95
high_corr_features_remover + std + pca + knr,101.05675669729456,0.9111853502300532,15,distance,cosine,0.95,0.95
high_corr_features_remover + std + pca + knr,117.83535037604736,0.8964393305683062,15,distance,euclidean,0.95,0.95
high_corr_features_remover + std + pca + knr,118.73744892124144,0.8956465130569607,15,distance,cityblock,0.95,0.95
high_corr_features_remover + std + pca + knr,118.18302653268118,0.8961337722158124,15,distance,nan_euclidean,0.95,0.95
high_corr_features_remover + std + pca + knr,152.99807690841058,0.8655362485380488,15,uniform,cosine,0.95,0.95
high_corr_features_remover + std + pca + knr,157.36187945413545,0.8617010809804289,15,uniform,euclidean,0.95,0.95
high_corr_features_remover + std + pca + knr,160.4302171509582,0.8590044444879722,15,uniform,cityblock,0.95,0.95
high_corr_features_remover + std + pca + knr,157.91231639897342,0.8612173244650415,15,uniform,nan_euclidean,0.95,0.95
high_corr_features_remover + std + pca + knr,105.7185202725002,0.9070883169116142,25,distance,cosine,0.95,0.95
high_corr_features_remover + std + pca + knr,127.3202930071747,0.888103402468071,25,distance,euclidean,0.95,0.95
high_corr_features_remover + std + pca + knr,131.16665444115444,0.884722992737816,25,distance,cityblock,0.95,0.95
high_corr_features_remover + std + pca + knr,127.49333560286398,0.8879513224089666,25,distance,nan_euclidean,0.95,0.95
high_corr_features_remover + std + pca + knr,178.2032912854808,0.8433844166325246,25,uniform,cosine,0.95,0.95
high_corr_features_remover + std + pca + knr,178.99832829971558,0.8426856911214248,25,uniform,euclidean,0.95,0.95
high_corr_features_remover + std + pca + knr,188.5554524454371,0.8342863256405724,25,uniform,cityblock,0.95,0.95
high_corr_features_remover + std + pca + knr,179.4823737669684,0.8422602833599669,25,uniform,nan_euclidean,0.95,0.95
high_corr_features_remover + std + pca + knr,108.79735977272468,0.9043824508137204,35,distance,cosine,0.95,0.95
high_corr_features_remover + std + pca + knr,135.31112569621797,0.8810805864798885,35,distance,euclidean,0.95,0.95
high_corr_features_remover + std + pca + knr,142.06182120551048,0.8751476763316113,35,distance,cityblock,0.95,0.95
high_corr_features_remover + std + pca + knr,135.452115411028,0.880956676386677,35,distance,nan_euclidean,0.95,0.95
high_corr_features_remover + std + pca + knr,196.7918030441056,0.8270477340044446,35,uniform,cosine,0.95,0.95
high_corr_features_remover + std + pca + knr,197.8975212001505,0.8260759635461113,35,uniform,euclidean,0.95,0.95
high_corr_features_remover + std + pca + knr,211.32870546646487,0.8142718450923447,35,uniform,cityblock,0.95,0.95
high_corr_features_remover + std + pca + knr,197.9811646693768,0.8260024527224152,35,uniform,nan_euclidean,0.95,0.95
high_corr_features_remover + lmax + minmax + knr,95.413771796642,0.916144738834912,5,distance,cosine,0.95,
high_corr_features_remover + lmax + minmax + knr,98.51703492269012,0.9134174078113216,5,distance,euclidean,0.95,
high_corr_features_remover + lmax + minmax + knr,91.16756071161012,0.9198765600677664,5,distance,cityblock,0.95,
high_corr_features_remover + lmax + minmax + knr,98.9387043236847,0.9130468198230268,5,distance,nan_euclidean,0.95,
high_corr_features_remover + lmax + minmax + knr,116.60244281280907,0.8975228825939834,5,uniform,cosine,0.95,
high_corr_features_remover + lmax + minmax + knr,115.73421892613932,0.898285929053583,5,uniform,euclidean,0.95,
high_corr_features_remover + lmax + minmax + knr,104.58284495704494,0.908086415491966,5,uniform,cityblock,0.95,
high_corr_features_remover + lmax + minmax + knr,115.8935778096159,0.8981458750494148,5,uniform,nan_euclidean,0.95,
high_corr_features_remover + lmax + minmax + knr,97.3235284883587,0.914466331796492,15,distance,cosine,0.95,
high_corr_features_remover + lmax + minmax + knr,110.25078115145192,0.9031050982156504,15,distance,euclidean,0.95,
high_corr_features_remover + lmax + minmax + knr,101.68695939818828,0.9106314908544588,15,distance,cityblock,0.95,
high_corr_features_remover + lmax + minmax + knr,110.43012661894812,0.9029474788203316,15,distance,nan_euclidean,0.95,
high_corr_features_remover + lmax + minmax + knr,153.02269302204994,0.8655146144426846,15,uniform,cosine,0.95,
high_corr_features_remover + lmax + minmax + knr,153.29483800315867,0.8652754373507835,15,uniform,euclidean,0.95,
high_corr_features_remover + lmax + minmax + knr,140.5421928560964,0.8764832155280449,15,uniform,cityblock,0.95,
high_corr_features_remover + lmax + minmax + knr,153.8227785506716,0.8648114519987979,15,uniform,nan_euclidean,0.95,
high_corr_features_remover + lmax + minmax + knr,101.36840486995764,0.910911455398959,25,distance,cosine,0.95,
high_corr_features_remover + lmax + minmax + knr,122.18352648562072,0.8926178964462259,25,distance,euclidean,0.95,
high_corr_features_remover + lmax + minmax + knr,112.14012787560524,0.9014446286628592,25,distance,cityblock,0.95,
high_corr_features_remover + lmax + minmax + knr,122.10650652577432,0.8926855861384604,25,distance,nan_euclidean,0.95,
high_corr_features_remover + lmax + minmax + knr,181.31247144157868,0.8406518853732575,25,uniform,cosine,0.95,
high_corr_features_remover + lmax + minmax + knr,182.4274969576114,0.8396719350569454,25,uniform,euclidean,0.95,
high_corr_features_remover + lmax + minmax + knr,170.93371068703158,0.8497733536608485,25,uniform,cityblock,0.95,
high_corr_features_remover + lmax + minmax + knr,182.230537917966,0.839845034300349,25,uniform,nan_euclidean,0.95,
high_corr_features_remover + lmax + minmax + knr,104.86117697960692,0.9078418008624104,35,distance,cosine,0.95,
high_corr_features_remover + lmax + minmax + knr,132.58782388269887,0.8834739850480818,35,distance,euclidean,0.95,
high_corr_features_remover + lmax + minmax + knr,119.54229102588944,0.8949391702529705,35,distance,cityblock,0.95,
high_corr_features_remover + lmax + minmax + knr,132.7486779535321,0.883332616984906,35,distance,nan_euclidean,0.95,
high_corr_features_remover + lmax + minmax + knr,202.5047736685584,0.8220268378096793,35,uniform,cosine,0.95,
high_corr_features_remover + lmax + minmax + knr,205.6995540215288,0.8192190760388272,35,uniform,euclidean,0.95,
high_corr_features_remover + lmax + minmax + knr,187.6520173527642,0.835080317788826,35,uniform,cityblock,0.95,
high_corr_features_remover + lmax + minmax + knr,205.9307532246072,0.8190158845163641,35,uniform,nan_euclidean,0.95,
only_properties + knr,116.48638921506904,0.8976248773539053,5,distance,cosine,,
only_properties + knr,123.38159301292468,0.8915649647818709,5,distance,euclidean,,
only_properties + knr,103.67873967915952,0.9088809966385892,5,distance,cityblock,,
only_properties + knr,123.49534192062234,0.8914649955197548,5,distance,nan_euclidean,,
only_properties + knr,149.00183850565452,0.8690483790054963,5,uniform,cosine,,
only_properties + knr,158.80676879652853,0.860431226840093,5,uniform,euclidean,,
only_properties + knr,126.4764875348866,0.888844988582097,5,uniform,cityblock,,
only_properties + knr,158.72184151023097,0.860505865958099,5,uniform,nan_euclidean,,
only_properties + knr,124.35267942679826,0.8907115166546677,15,distance,cosine,,
only_properties + knr,138.5722723509835,0.878214498081079,15,distance,euclidean,,
only_properties + knr,116.0289191558193,0.8980269290763271,15,distance,cityblock,,
only_properties + knr,138.36996930502292,0.8783922939530384,15,distance,nan_euclidean,,
only_properties + knr,198.1149236718108,0.8258848974065413,15,uniform,cosine,,
only_properties + knr,202.34120184038625,0.8221705943986113,15,uniform,euclidean,,
only_properties + knr,168.4964488576813,0.8519153633873213,15,uniform,cityblock,,
only_properties + knr,202.0240197402557,0.8224493527721931,15,uniform,nan_euclidean,,
only_properties + knr,127.3825276075007,0.888048707023529,25,distance,cosine,,
only_properties + knr,152.21514876242946,0.8662243320601495,25,distance,euclidean,,
only_properties + knr,128.09640081040644,0.887421313066229,25,distance,cityblock,,
only_properties + knr,152.15088077681733,0.8662808145638444,25,distance,nan_euclidean,,
only_properties + knr,228.855563571994,0.798868206433399,25,uniform,cosine,,
only_properties + knr,237.00397762742267,0.7917068986281112,25,uniform,euclidean,,
only_properties + knr,199.3013485137728,0.8248421971432343,25,uniform,cityblock,,
only_properties + knr,236.81741031461743,0.791870865007865,25,uniform,nan_euclidean,,
only_properties + knr,129.86013356888853,0.8858712404896709,35,distance,cosine,,
only_properties + knr,162.76609233878764,0.8569515393335468,35,distance,euclidean,,
only_properties + knr,136.4626147112269,0.8800685898858528,35,distance,cityblock,,
only_properties + knr,162.93254209512827,0.8568052534512681,35,distance,nan_euclidean,,
only_properties + knr,250.92067105194263,0.77947608603478,35,uniform,cosine,,
only_properties + knr,260.6379997957137,0.770935923285815,35,uniform,euclidean,,
only_properties + knr,215.6083882304389,0.8105106069700153,35,uniform,cityblock,,
only_properties + knr,260.8823875335744,0.7707211408996042,35,uniform,nan_euclidean,,
only_formula + knr,100.00345089158526,0.9121110576175852,5,distance,cosine,,
only_formula + knr,99.31325342265154,0.9127176439407448,5,distance,euclidean,,
only_formula + knr,93.95634918022184,0.9174256079571208,5,distance,cityblock,,
only_formula + knr,99.13931541710822,0.9128705109389436,5,distance,nan_euclidean,,
only_formula + knr,116.06126377321348,0.8979985027151446,5,uniform,cosine,,
only_formula + knr,113.21414549869776,0.9005007185062387,5,uniform,euclidean,,
only_formula + knr,106.98631925330776,0.9059741002462566,5,uniform,cityblock,,
only_formula + knr,112.9783394873334,0.9007079587640644,5,uniform,nan_euclidean,,
only_formula + knr,104.23158132177176,0.9083951267326916,15,distance,cosine,,
only_formula + knr,114.72414265058728,0.8991736437753487,15,distance,euclidean,,
only_formula + knr,106.69653149318113,0.9062287828549648,15,distance,cityblock,,
only_formula + knr,113.8820234086939,0.8999137479304555,15,distance,nan_euclidean,,
only_formula + knr,147.54646558360946,0.870327446735161,15,uniform,cosine,,
only_formula + knr,153.90886530422793,0.8647357938724458,15,uniform,euclidean,,
only_formula + knr,142.48052643036775,0.874779693436475,15,uniform,cityblock,,
only_formula + knr,153.11723846672393,0.865431522318709,15,uniform,nan_euclidean,,
only_formula + knr,108.13423218276512,0.9049652465275336,25,distance,cosine,,
only_formula + knr,124.7600812733242,0.8903534678363862,25,distance,euclidean,,
only_formula + knr,117.90779163551036,0.8963756649085486,25,distance,cityblock,,
only_formula + knr,124.43440744798517,0.8906396892399027,25,distance,nan_euclidean,,
only_formula + knr,170.76326882766966,0.8499231480391771,25,uniform,cosine,,
only_formula + knr,173.88418698951847,0.8471803007267945,25,uniform,euclidean,,
only_formula + knr,167.6929359197941,0.8526215380410146,25,uniform,cityblock,,
only_formula + knr,173.03570742095198,0.8479259947128475,25,uniform,nan_euclidean,,
only_formula + knr,111.4701225646464,0.902033468924328,35,distance,cosine,,
only_formula + knr,132.56889045857176,0.883490624860082,35,distance,euclidean,,
only_formula + knr,125.48619456618918,0.8897153165646976,35,distance,cityblock,,
only_formula + knr,132.7061364830571,0.8833700049431625,35,distance,nan_euclidean,,
only_formula + knr,189.1662204364376,0.8337495466365332,35,uniform,cosine,,
only_formula + knr,186.2026644315836,0.836354094785977,35,uniform,euclidean,,
only_formula + knr,182.00138812089244,0.8400464246837046,35,uniform,cityblock,,
only_formula + knr,186.02772142090325,0.8365078450420812,35,uniform,nan_euclidean,,
knr,117.40832340957466,0.8968146271017503,4,distance,cosine,,
knr,124.24346755295797,0.8908074985033124,4,distance,euclidean,,
knr,105.20958249170025,0.9075356015092372,4,distance,cityblock,,
knr,123.84525823951913,0.8911574683802811,4,distance,nan_euclidean,,
knr,116.87558302121666,0.8972828308375187,6,distance,cosine,,
knr,126.08525052094336,0.8891888307902385,6,distance,euclidean,,
knr,103.10792424010536,0.909382662978968,6,distance,cityblock,,
knr,125.43826072519514,0.8897574436568302,6,distance,nan_euclidean,,
l2 + knr,117.40832343413705,0.8968146270801634,4,distance,cosine,,
l2 + knr,123.44577139732732,0.8915085610250139,4,distance,euclidean,,
l2 + knr,109.5258073821286,0.90374224800671,4,distance,cityblock,,
l2 + knr,120.97499472727584,0.8936800255740661,4,distance,nan_euclidean,,
l2 + knr,116.8755830449646,0.8972828308166476,6,distance,cosine,,
l2 + knr,123.1635517100794,0.8917565923640384,6,distance,euclidean,,
l2 + knr,108.47527973819102,0.9046655137815008,6,distance,cityblock,,
l2 + knr,122.7398194549366,0.8921289933104636,6,distance,nan_euclidean,,
minmax + knr,97.6316972532586,0.9141954948745572,4,distance,cosine,,
minmax + knr,102.4678215022213,0.9099452230921156,4,distance,euclidean,,
minmax + knr,96.46817069239216,0.9152180707752552,4,distance,cityblock,,
minmax + knr,100.72069926897731,0.9114806973574896,4,distance,nan_euclidean,,
minmax + knr,95.13998421983936,0.9163853595369786,6,distance,cosine,,
minmax + knr,103.64171114189207,0.9089135395053544,6,distance,euclidean,,
minmax + knr,95.16817767666106,0.9163605814610216,6,distance,cityblock,,
minmax + knr,103.57499931940882,0.908972169797311,6,distance,nan_euclidean,,
high_corr_features_remover + minmax + knr,94.3220740198682,0.9171041873554024,4,distance,cosine,0.95,
high_corr_features_remover + minmax + knr,102.4387095019965,0.9099708084382968,4,distance,euclidean,0.95,
high_corr_features_remover + minmax + knr,96.83322848996778,0.9148972364095276,4,distance,cityblock,0.95,
high_corr_features_remover + minmax + knr,100.79952930845764,0.9114114168603054,4,distance,nan_euclidean,0.95,
high_corr_features_remover + minmax + knr,93.43566331874744,0.9178832174622976,6,distance,cosine,0.95,
high_corr_features_remover + minmax + knr,102.36132344876592,0.9100388198750318,6,distance,euclidean,0.95,
high_corr_features_remover + minmax + knr,94.9178819331435,0.9165805561517392,6,distance,cityblock,0.95,
high_corr_features_remover + minmax + knr,102.32853653899974,0.9100676349488882,6,distance,nan_euclidean,0.95,
std + knr,98.34496820646052,0.9135686302098868,4,distance,cosine,,
std + knr,105.19256202072764,0.9075505601049588,4,distance,euclidean,,
std + knr,93.5253233480672,0.9178044189300408,4,distance,cityblock,,
std + knr,104.7068709886753,0.9079774140860076,4,distance,nan_euclidean,,
std + knr,98.1503255596366,0.913739693670391,6,distance,cosine,,
std + knr,106.18160520359828,0.9066813305079994,6,distance,euclidean,,
std + knr,93.8737074344777,0.9174982384070236,6,distance,cityblock,,
std + knr,106.5594395997244,0.906349267312428,6,distance,nan_euclidean,,
std + pca + knr,97.24574016214667,0.9145346967744954,4,distance,cosine,,0.95
std + pca + knr,104.37662699291,0.9082676520253704,4,distance,euclidean,,0.95
std + pca + knr,104.29612977466483,0.9083383977377756,4,distance,cityblock,,0.95
std + pca + knr,102.57096150847804,0.9098545775595224,4,distance,nan_euclidean,,0.95
std + pca + knr,98.02015684517713,0.9138540936290236,6,distance,cosine,,0.95
std + pca + knr,107.45175677802794,0.9055650462443392,6,distance,euclidean,,0.95
std + pca + knr,107.49539114715986,0.9055266977821578,6,distance,cityblock,,0.95
std + pca + knr,107.1862109234324,0.9057984236338829,6,distance,nan_euclidean,,0.95
l2 + std + pca + knr,99.6762350874684,0.9123986342031756,4,distance,cosine,,0.95
l2 + std + pca + knr,107.86152514957786,0.905204917584016,4,distance,euclidean,,0.95
l2 + std + pca + knr,109.80644940022304,0.9034956032165704,4,distance,cityblock,,0.95
l2 + std + pca + knr,106.46852426789384,0.906429169078714,4,distance,nan_euclidean,,0.95
l2 + std + pca + knr,99.85233418213238,0.9122438679121472,6,distance,cosine,,0.95
l2 + std + pca + knr,107.7192061541642,0.9053299959275762,6,distance,euclidean,,0.95
l2 + std + pca + knr,110.85937300538504,0.9025702317294656,6,distance,cityblock,,0.95
l2 + std + pca + knr,107.75065505173188,0.9053023567779104,6,distance,nan_euclidean,,0.95
l1 + minmax + knr,98.84627681100416,0.9131280505832068,4,distance,cosine,,
l1 + minmax + knr,100.03086345940083,0.9120869658330336,4,distance,euclidean,,
l1 + minmax + knr,98.4603952714831,0.9134671860839424,4,distance,cityblock,,
l1 + minmax + knr,98.42736015610244,0.9134962192955604,4,distance,nan_euclidean,,
l1 + minmax + knr,95.26551356060877,0.9162750369341102,6,distance,cosine,,
l1 + minmax + knr,102.2256659722918,0.9101580436820832,6,distance,euclidean,,
l1 + minmax + knr,96.05907095834768,0.9155776117974256,6,distance,cityblock,,
l1 + minmax + knr,101.56753635801624,0.9107364468795084,6,distance,nan_euclidean,,
l2 + minmax + knr,95.23952270518149,0.9162978792337984,4,distance,cosine,,
l2 + minmax + knr,98.54410640577592,0.913393615792187,4,distance,euclidean,,
l2 + minmax + knr,95.42845156720432,0.9161318373850356,4,distance,cityblock,,
l2 + minmax + knr,95.80521243491128,0.9158007176696796,4,distance,nan_euclidean,,
l2 + minmax + knr,94.05653791643844,0.9173375561750454,6,distance,cosine,,
l2 + minmax + knr,100.491607498938,0.9116820367432582,6,distance,euclidean,,
l2 + minmax + knr,93.86605187447712,0.9175049665655602,6,distance,cityblock,,
l2 + minmax + knr,100.30961396363584,0.9118419834170534,6,distance,nan_euclidean,,
lmax + minmax + knr,95.6592835518092,0.915928968595868,4,distance,cosine,,
lmax + minmax + knr,98.4552818249104,0.9134716800829712,4,distance,euclidean,,
lmax + minmax + knr,95.09655480742563,0.9164235278710842,4,distance,cityblock,,
lmax + minmax + knr,98.2197749078194,0.9136786574790744,4,distance,nan_euclidean,,
lmax + minmax + knr,94.32669144505029,0.917100129289284,6,distance,cosine,,
lmax + minmax + knr,99.25233638696574,0.9127711814316192,6,distance,euclidean,,
lmax + minmax + knr,94.0155845407348,0.917373548421768,6,distance,cityblock,,
lmax + minmax + knr,99.66716116572076,0.9124066089018338,6,distance,nan_euclidean,,
lmax + std + knr,102.30765689810734,0.910085985211194,4,distance,cosine,,
lmax + std + knr,105.84150040940288,0.90698023469975,4,distance,euclidean,,
lmax + std + knr,94.01536008125684,0.9173737456900216,4,distance,cityblock,,
lmax + std + knr,104.6698104793367,0.908009985051718,4,distance,nan_euclidean,,
lmax + std + knr,99.92136543289416,0.9121831991695518,6,distance,cosine,,
lmax + std + knr,107.23705171735448,0.9057537417397296,6,distance,euclidean,,
lmax + std + knr,94.22899646621558,0.917185989410003,6,distance,cityblock,,
lmax + std + knr,107.9317513607898,0.9051431986395604,6,distance,nan_euclidean,,
high_corr_features_remover + std + pca + knr,96.36277141370788,0.9153107018899704,4,distance,cosine,0.95,0.95
high_corr_features_remover + std + pca + knr,105.47189904452858,0.9073050622209232,4,distance,euclidean,0.95,0.95
high_corr_features_remover + std + pca + knr,107.11703092148196,0.9058592231078132,4,distance,cityblock,0.95,0.95
high_corr_features_remover + std + pca + knr,105.51336466403542,0.9072686197840756,4,distance,nan_euclidean,0.95,0.95
high_corr_features_remover + std + pca + knr,96.3147018501425,0.9153529482631192,6,distance,cosine,0.95,0.95
high_corr_features_remover + std + pca + knr,107.75496761276464,0.9052985666444224,6,distance,euclidean,0.95,0.95
high_corr_features_remover + std + pca + knr,107.72707822854018,0.9053230774834116,6,distance,cityblock,0.95,0.95
high_corr_features_remover + std + pca + knr,108.11807502452506,0.904979446393008,6,distance,nan_euclidean,0.95,0.95
high_corr_features_remover + lmax + minmax + knr,94.95809664179023,0.9165452130892782,4,distance,cosine,0.95,
high_corr_features_remover + lmax + minmax + knr,98.44544923118568,0.9134803215473972,4,distance,euclidean,0.95,
high_corr_features_remover + lmax + minmax + knr,92.4412414699594,0.9187571741487194,4,distance,cityblock,0.95,
high_corr_features_remover + lmax + minmax + knr,96.8568524056736,0.914876474316342,4,distance,nan_euclidean,0.95,
high_corr_features_remover + lmax + minmax + knr,94.70098103293782,0.9167711814806744,6,distance,cosine,0.95,
high_corr_features_remover + lmax + minmax + knr,99.6898074159918,0.9123867060388076,6,distance,euclidean,0.95,
high_corr_features_remover + lmax + minmax + knr,91.94006257784385,0.9191976397764524,6,distance,cityblock,0.95,
high_corr_features_remover + lmax + minmax + knr,99.8744235674982,0.9122244544549076,6,distance,nan_euclidean,0.95,
only_properties + knr,118.31605565039442,0.8960168583657637,4,distance,cosine,,
only_properties + knr,124.7089306133189,0.890398422059165,4,distance,euclidean,,
only_properties + knr,105.7451483797304,0.907064914557383,4,distance,cityblock,,
only_properties + knr,124.61854461757068,0.8904778586136205,4,distance,nan_euclidean,,
only_properties + knr,117.57948650126104,0.8966641988618336,6,distance,cosine,,
only_properties + knr,126.44183576836996,0.8888754426022701,6,distance,euclidean,,
only_properties + knr,104.27620331717296,0.9083559102861803,6,distance,cityblock,,
only_properties + knr,125.8392643412054,0.8894050179816315,6,distance,nan_euclidean,,
only_formula + knr,100.8372913403625,0.9113782293551068,4,distance,cosine,,
only_formula + knr,99.57854429608406,0.9124844906437156,4,distance,euclidean,,
only_formula + knr,94.61337551182808,0.9168481743897048,4,distance,cityblock,,
only_formula + knr,98.1825933169618,0.9137113348583792,4,distance,nan_euclidean,,
only_formula + knr,100.58355378801774,0.9116012289108169,6,distance,cosine,,
only_formula + knr,100.8922282516773,0.9113299475509276,6,distance,euclidean,,
only_formula + knr,95.52631420785096,0.9160458299132084,6,distance,cityblock,,
only_formula + knr,99.67049595241885,0.9124036780942132,6,distance,nan_euclidean,,
high_corr_features_remover + l1 + minmax + knr,97.82306868280835,0.9140273063531072,4,distance,cosine,0.95,
high_corr_features_remover + l1 + minmax + knr,100.67477040343924,0.9115210623587068,4,distance,euclidean,0.95,
high_corr_features_remover + l1 + minmax + knr,95.95834664127456,0.915666134279608,4,distance,cityblock,0.95,
high_corr_features_remover + l1 + minmax + knr,99.36524870125668,0.9126719474172276,4,distance,nan_euclidean,0.95,
high_corr_features_remover + l1 + minmax + knr,96.4959021934528,0.9151936986933203,5,distance,cosine,0.95,
high_corr_features_remover + l1 + minmax + knr,99.71494146157671,0.9123646167542424,5,distance,euclidean,0.95,
high_corr_features_remover + l1 + minmax + knr,94.7689660355418,0.9167114322427886,5,distance,cityblock,0.95,
high_corr_features_remover + l1 + minmax + knr,99.77742018165748,0.9123097067628336,5,distance,nan_euclidean,0.95,
high_corr_features_remover + l1 + minmax + knr,94.76637454534682,0.916713709797517,6,distance,cosine,0.95,
high_corr_features_remover + l1 + minmax + knr,101.34928644037724,0.9109282578046846,6,distance,euclidean,0.95,
high_corr_features_remover + l1 + minmax + knr,95.1920676706404,0.9163395855225248,6,distance,cityblock,0.95,
high_corr_features_remover + l1 + minmax + knr,100.97046714487118,0.911261186588034,6,distance,nan_euclidean,0.95,
high_corr_features_remover + l1 + minmax + knr,97.02286729082452,0.9147305706245636,15,distance,cosine,0.95,
high_corr_features_remover + l1 + minmax + knr,111.37316213808668,0.902118683477099,15,distance,euclidean,0.95,
high_corr_features_remover + l1 + minmax + knr,103.78079663880494,0.9087913029513612,15,distance,cityblock,0.95,
high_corr_features_remover + l1 + minmax + knr,111.05589661471151,0.902397515167958,15,distance,nan_euclidean,0.95,
high_corr_features_remover + l1 + minmax + knr,100.25046480601011,0.911893967192215,25,distance,cosine,0.95,
high_corr_features_remover + l1 + minmax + knr,122.512221672019,0.8923290196920621,25,distance,euclidean,0.95,
high_corr_features_remover + l1 + minmax + knr,115.6612964897084,0.8983500176000953,25,distance,cityblock,0.95,
high_corr_features_remover + l1 + minmax + knr,122.45940240427312,0.8923754403859303,25,distance,nan_euclidean,0.95,
high_corr_features_remover + l1 + minmax + knr,102.98118639798484,0.9094940476842406,35,distance,cosine,0.95,
high_corr_features_remover + l1 + minmax + knr,130.5618725188809,0.8852545108309091,35,distance,euclidean,0.95,
high_corr_features_remover + l1 + minmax + knr,124.18505723566894,0.8908588329419241,35,distance,cityblock,0.95,
high_corr_features_remover + l1 + minmax + knr,130.725009965921,0.8851111360017858,35,distance,nan_euclidean,0.95,
high_corr_features_remover + l2 + minmax + knr,94.06507560834277,0.917330052746862,4,distance,cosine,0.95,
high_corr_features_remover + l2 + minmax + knr,98.29909080078262,0.913608949985138,4,distance,euclidean,0.95,
high_corr_features_remover + l2 + minmax + knr,94.5953229636664,0.9168640400358508,4,distance,cityblock,0.95,
high_corr_features_remover + l2 + minmax + knr,96.97799691533244,0.9147700053621766,4,distance,nan_euclidean,0.95,
high_corr_features_remover + l2 + minmax + knr,95.1503541706292,0.9163762458114086,5,distance,cosine,0.95,
high_corr_features_remover + l2 + minmax + knr,98.25659087933748,0.9136463014276516,5,distance,euclidean,0.95,
high_corr_features_remover + l2 + minmax + knr,92.80814869240744,0.9184347143991216,5,distance,cityblock,0.95,
high_corr_features_remover + l2 + minmax + knr,98.15507629591518,0.9137355184426028,5,distance,nan_euclidean,0.95,
high_corr_features_remover + l2 + minmax + knr,94.0737557439073,0.9173224241307724,6,distance,cosine,0.95,
high_corr_features_remover + l2 + minmax + knr,98.75466027850275,0.91320856860608,6,distance,euclidean,0.95,
high_corr_features_remover + l2 + minmax + knr,93.16716209145298,0.918119192208018,6,distance,cityblock,0.95,
high_corr_features_remover + l2 + minmax + knr,98.89788416086988,0.9130826949943904,6,distance,nan_euclidean,0.95,
high_corr_features_remover + l2 + minmax + knr,96.70370438948996,0.9150110698432996,15,distance,cosine,0.95,
high_corr_features_remover + l2 + minmax + knr,110.38726573754228,0.9029851474957898,15,distance,euclidean,0.95,
high_corr_features_remover + l2 + minmax + knr,101.9738919321742,0.9103793175872136,15,distance,cityblock,0.95,
high_corr_features_remover + l2 + minmax + knr,110.21798340860072,0.9031339228102622,15,distance,nan_euclidean,0.95,
high_corr_features_remover + l2 + minmax + knr,100.68774563490038,0.9115096589585228,25,distance,cosine,0.95,
high_corr_features_remover + l2 + minmax + knr,121.23590153866644,0.8934507252498368,25,distance,euclidean,0.95,
high_corr_features_remover + l2 + minmax + knr,113.10684062598884,0.9005950243695943,25,distance,cityblock,0.95,
high_corr_features_remover + l2 + minmax + knr,121.18080980787336,0.8934991431185229,25,distance,nan_euclidean,0.95,
high_corr_features_remover + l2 + minmax + knr,104.02648198403725,0.9085753801511096,35,distance,cosine,0.95,
high_corr_features_remover + l2 + minmax + knr,131.22639792989088,0.8846704866293521,35,distance,euclidean,0.95,
high_corr_features_remover + l2 + minmax + knr,121.41521443178064,0.8932931344828099,35,distance,cityblock,0.95,
high_corr_features_remover + l2 + minmax + knr,131.26706072767104,0.8846347497596806,35,distance,nan_euclidean,0.95,
high_corr_features_remover + lmax + std + pca + knr,102.429187339178,0.9099791770776974,4,distance,cosine,0.95,0.95
high_corr_features_remover + lmax + std + pca + knr,106.15565236117553,0.9067041393996128,4,distance,euclidean,0.95,0.95
high_corr_features_remover + lmax + std + pca + knr,107.49545432283767,0.9055266422596387,4,distance,cityblock,0.95,0.95
high_corr_features_remover + lmax + std + pca + knr,104.51481175166302,0.9081462070933016,4,distance,nan_euclidean,0.95,0.95
high_corr_features_remover + lmax + std + pca + knr,99.16465032934032,0.9128482451208983,5,distance,cosine,0.95,0.95
high_corr_features_remover + lmax + std + pca + knr,106.56930494455236,0.9063405970643972,5,distance,euclidean,0.95,0.95
